Fighter 0 Round 1 KD,Fighter 1 Round 1 KD,Fighter 0 Round 1 Sig. str.,Fighter 1 Round 1 Sig. str.,Fighter 0 Round 1 Sig. str. %,Fighter 1 Round 1 Sig. str. %,Fighter 0 Round 1 Total str.,Fighter 1 Round 1 Total str.,Fighter 0 Round 1 Td,Fighter 1 Round 1 Td,Fighter 0 Round 1 Td %,Fighter 1 Round 1 Td %,Fighter 0 Round 1 Sub. att,Fighter 1 Round 1 Sub. att,Fighter 0 Round 1 Rev.,Fighter 1 Round 1 Rev.,Fighter 0 Round 1 Ctrl,Fighter 1 Round 1 Ctrl,Fighter 0 Name,Fighter 1 Name,Fighter 0 Round 2 KD,Fighter 1 Round 2 KD,Fighter 0 Round 2 Sig. str.,Fighter 1 Round 2 Sig. str.,Fighter 0 Round 2 Sig. str. %,Fighter 1 Round 2 Sig. str. %,Fighter 0 Round 2 Total str.,Fighter 1 Round 2 Total str.,Fighter 0 Round 2 Td,Fighter 1 Round 2 Td,Fighter 0 Round 2 Td %,Fighter 1 Round 2 Td %,Fighter 0 Round 2 Sub. att,Fighter 1 Round 2 Sub. att,Fighter 0 Round 2 Rev.,Fighter 1 Round 2 Rev.,Fighter 0 Round 2 Ctrl,Fighter 1 Round 2 Ctrl,Fighter 0 Round 3 KD,Fighter 1 Round 3 KD,Fighter 0 Round 3 Sig. str.,Fighter 1 Round 3 Sig. str.,Fighter 0 Round 3 Sig. str. %,Fighter 1 Round 3 Sig. str. %,Fighter 0 Round 3 Total str.,Fighter 1 Round 3 Total str.,Fighter 0 Round 3 Td,Fighter 1 Round 3 Td,Fighter 0 Round 3 Td %,Fighter 1 Round 3 Td %,Fighter 0 Round 3 Sub. att,Fighter 1 Round 3 Sub. att,Fighter 0 Round 3 Rev.,Fighter 1 Round 3 Rev.,Fighter 0 Round 3 Ctrl,Fighter 1 Round 3 Ctrl,Fighter 0 Round 4 KD,Fighter 1 Round 4 KD,Fighter 0 Round 4 Sig. str.,Fighter 1 Round 4 Sig. str.,Fighter 0 Round 4 Sig. str. %,Fighter 1 Round 4 Sig. str. %,Fighter 0 Round 4 Total str.,Fighter 1 Round 4 Total str.,Fighter 0 Round 4 Td,Fighter 1 Round 4 Td,Fighter 0 Round 4 Td %,Fighter 1 Round 4 Td %,Fighter 0 Round 4 Sub. att,Fighter 1 Round 4 Sub. att,Fighter 0 Round 4 Rev.,Fighter 1 Round 4 Rev.,Fighter 0 Round 4 Ctrl,Fighter 1 Round 4 Ctrl,Fighter 0 Round 5 KD,Fighter 1 Round 5 KD,Fighter 0 Round 5 Sig. str.,Fighter 1 Round 5 Sig. str.,Fighter 0 Round 5 Sig. str. %,Fighter 1 Round 5 Sig. str. %,Fighter 0 Round 5 Total str.,Fighter 1 Round 5 Total str.,Fighter 0 Round 5 Td,Fighter 1 Round 5 Td,Fighter 0 Round 5 Td %,Fighter 1 Round 5 Td %,Fighter 0 Round 5 Sub. att,Fighter 1 Round 5 Sub. att,Fighter 0 Round 5 Rev.,Fighter 1 Round 5 Rev.,Fighter 0 Round 5 Ctrl,Fighter 1 Round 5 Ctrl,Fighter 0 Round 1 Sig. str,Fighter 1 Round 1 Sig. str,Fighter 0 Round 1 Head,Fighter 1 Round 1 Head,Fighter 0 Round 1 Body,Fighter 1 Round 1 Body,Fighter 0 Round 1 Leg,Fighter 1 Round 1 Leg,Fighter 0 Round 1 Distance,Fighter 1 Round 1 Distance,Fighter 0 Round 1 Clinch,Fighter 1 Round 1 Clinch,Fighter 0 Round 1 Ground,Fighter 1 Round 1 Ground,Fighter 0 Round 2 Sig. str,Fighter 1 Round 2 Sig. str,Fighter 0 Round 2 Head,Fighter 1 Round 2 Head,Fighter 0 Round 2 Body,Fighter 1 Round 2 Body,Fighter 0 Round 2 Leg,Fighter 1 Round 2 Leg,Fighter 0 Round 2 Distance,Fighter 1 Round 2 Distance,Fighter 0 Round 2 Clinch,Fighter 1 Round 2 Clinch,Fighter 0 Round 2 Ground,Fighter 1 Round 2 Ground,Fighter 0 Round 3 Sig. str,Fighter 1 Round 3 Sig. str,Fighter 0 Round 3 Head,Fighter 1 Round 3 Head,Fighter 0 Round 3 Body,Fighter 1 Round 3 Body,Fighter 0 Round 3 Leg,Fighter 1 Round 3 Leg,Fighter 0 Round 3 Distance,Fighter 1 Round 3 Distance,Fighter 0 Round 3 Clinch,Fighter 1 Round 3 Clinch,Fighter 0 Round 3 Ground,Fighter 1 Round 3 Ground,Fighter 0 Round 4 Sig. str,Fighter 1 Round 4 Sig. str,Fighter 0 Round 4 Head,Fighter 1 Round 4 Head,Fighter 0 Round 4 Body,Fighter 1 Round 4 Body,Fighter 0 Round 4 Leg,Fighter 1 Round 4 Leg,Fighter 0 Round 4 Distance,Fighter 1 Round 4 Distance,Fighter 0 Round 4 Clinch,Fighter 1 Round 4 Clinch,Fighter 0 Round 4 Ground,Fighter 1 Round 4 Ground,Fighter 0 Round 5 Sig. str,Fighter 1 Round 5 Sig. str,Fighter 0 Round 5 Head,Fighter 1 Round 5 Head,Fighter 0 Round 5 Body,Fighter 1 Round 5 Body,Fighter 0 Round 5 Leg,Fighter 1 Round 5 Leg,Fighter 0 Round 5 Distance,Fighter 1 Round 5 Distance,Fighter 0 Round 5 Clinch,Fighter 1 Round 5 Clinch,Fighter 0 Round 5 Ground,Fighter 1 Round 5 Ground,Winner,Method
0,1,14,26,32.0,44.0,14,26,0,0,,,0,0,0,0,0.0,2.0,Markus Perez,Dricus Du Plessis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,26,8,7,3,4,3,15,14,23,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,KO/TKO  Punch
0,0,16,3,64.0,25.0,17,5,1,0,100.0,,0,0,0,0,30.0,0.0,Tom Aspinall,Alan Baudot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,15,1,0,0,1,2,4,3,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,KO/TKO  Punches
0,0,4,6,19.0,37.0,5,7,0,1,,25.0,0,3,0,0,16.0,155.0,Youssef Zalal,Ilia Topuria,0.0,0.0,4.0,6.0,40.0,66.0,6.0,21.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,0.0,125.0,127.0,0.0,0.0,9.0,1.0,40.0,12.0,29.0,2.0,0.0,3.0,,75.0,1.0,1.0,2.0,0.0,30.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,1,2,2,4,1,0,4,6,0,0,0,0,4.0,6.0,3.0,4.0,0.0,2.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,9.0,1.0,6.0,1.0,2.0,0.0,1.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,U-DEC
1,0,17,2,62.0,13.0,18,2,0,0,,,0,0,0,0,5.0,0.0,Tom Breese,KB Bhullar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2,15,0,0,0,2,2,11,2,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,KO/TKO  Punch
2,0,13,1,61.0,25.0,13,1,0,0,,,0,0,0,0,24.0,0.0,Chris Daukaus,Rodrigo Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,13,0,0,0,0,1,6,1,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,KO/TKO  Punches
0,0,22,21,40.0,34.0,25,21,0,1,,50.0,0,0,0,0,0.0,63.0,Impa Kasanganay,Joaquin Buckley,0.0,1.0,6.0,8.0,25.0,24.0,6.0,8.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,21,14,13,4,3,4,5,22,17,0,2,0,2,6.0,8.0,3.0,6.0,1.0,2.0,2.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,KO/TKO  Spinning Back Kick
0,0,0,1,0.0,50.0,20,13,2,0,100.0,,1,4,0,0,228.0,22.0,Ali AlQaisi,Tony Kelley,0.0,0.0,7.0,7.0,36.0,36.0,16.0,22.0,1.0,0.0,25.0,,0.0,0.0,0.0,0.0,110.0,43.0,0.0,0.0,22.0,15.0,48.0,36.0,22.0,26.0,2.0,0.0,22.0,,0.0,0.0,0.0,0.0,22.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,7.0,7.0,3.0,4.0,1.0,0.0,3.0,3.0,6.0,7.0,0.0,0.0,1.0,0.0,22.0,15.0,9.0,7.0,2.0,5.0,11.0,3.0,21.0,13.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,U-DEC
0,0,23,11,46.0,35.0,23,11,0,0,,,0,0,0,0,0.0,26.0,Giga Chikadze,Omar Morales,0.0,0.0,11.0,11.0,28.0,22.0,13.0,12.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,32.0,1.0,0.0,31.0,12.0,45.0,25.0,33.0,12.0,0.0,0.0,,,0.0,0.0,0.0,0.0,22.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,11,10,8,7,1,6,2,23,11,0,0,0,0,11.0,11.0,8.0,5.0,3.0,4.0,0.0,2.0,11.0,11.0,0.0,0.0,0.0,0.0,31.0,12.0,14.0,10.0,14.0,2.0,3.0,0.0,20.0,12.0,0.0,0.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,U-DEC
0,0,6,6,42.0,37.0,13,12,1,0,50.0,0.0,0,0,0,1,163.0,34.0,Tracy Cortez,Stephanie Egger,0.0,0.0,6.0,2.0,46.0,22.0,31.0,7.0,1.0,0.0,100.0,,0.0,0.0,0.0,0.0,256.0,14.0,0.0,0.0,8.0,2.0,53.0,28.0,22.0,8.0,1.0,1.0,50.0,20.0,0.0,0.0,0.0,0.0,179.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,2,2,0,2,4,4,6,0,0,2,0,6.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,8.0,2.0,6.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,U-DEC
0,0,20,13,50.0,27.0,20,19,1,1,50.0,33.0,0,0,0,0,18.0,48.0,Bruno Silva,Tagir Ulanbekov,0.0,0.0,8.0,12.0,44.0,48.0,18.0,25.0,1.0,3.0,50.0,75.0,0.0,0.0,0.0,0.0,47.0,146.0,0.0,0.0,19.0,21.0,33.0,42.0,21.0,25.0,2.0,1.0,50.0,25.0,0.0,0.0,0.0,0.0,76.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,13,8,8,1,2,11,3,19,13,1,0,0,0,8.0,12.0,2.0,11.0,1.0,0.0,5.0,1.0,7.0,12.0,1.0,0.0,0.0,0.0,19.0,21.0,10.0,19.0,8.0,1.0,1.0,1.0,14.0,20.0,5.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,U-DEC
0,0,21,12,42.0,38.0,31,13,1,0,33.0,,0,0,0,0,39.0,0.0,Holly Holm,Irene Aldana,0.0,0.0,23.0,12.0,48.0,37.0,27.0,17.0,1.0,0.0,33.0,,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,23.0,9.0,45.0,36.0,37.0,11.0,1.0,0.0,50.0,,0.0,0.0,0.0,0.0,126.0,3.0,0.0,0.0,39.0,18.0,67.0,42.0,39.0,19.0,1.0,0.0,33.0,,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,48.0,18.0,50.0,32.0,53.0,32.0,1.0,0.0,33.0,,0.0,0.0,0.0,0.0,39.0,0.0,21,12,8,3,8,1,5,8,21,12,0,0,0,0,23.0,12.0,10.0,5.0,8.0,2.0,5.0,5.0,21.0,10.0,0.0,2.0,2.0,0.0,23.0,9.0,12.0,4.0,10.0,3.0,1.0,2.0,14.0,8.0,0.0,1.0,9.0,0.0,39.0,18.0,14.0,13.0,19.0,3.0,6.0,2.0,37.0,17.0,0.0,1.0,2.0,0.0,48.0,18.0,37.0,13.0,11.0,3.0,0.0,2.0,47.0,18.0,1.0,0.0,0.0,0.0,0,U-DEC
0,0,14,23,51.0,40.0,14,23,0,0,,,0,0,0,0,0.0,0.0,Yorgan De Castro,Carlos Felipe,0.0,0.0,28.0,27.0,49.0,36.0,29.0,28.0,0.0,0.0,,,0.0,0.0,0.0,0.0,30.0,64.0,0.0,0.0,6.0,28.0,37.0,62.0,70.0,37.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,163.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,23,3,7,2,8,9,8,14,23,0,0,0,0,28.0,27.0,15.0,12.0,6.0,12.0,7.0,3.0,28.0,24.0,0.0,3.0,0.0,0.0,6.0,28.0,6.0,20.0,0.0,8.0,0.0,0.0,6.0,18.0,0.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,U-DEC
0,0,20,8,34.0,18.0,23,12,0,1,,100.0,0,0,0,0,0.0,29.0,Germaine de Randamie,Julianna Pena,0.0,0.0,6.0,11.0,66.0,47.0,19.0,30.0,0.0,1.0,,50.0,1.0,0.0,0.0,0.0,48.0,221.0,0.0,0.0,11.0,8.0,45.0,32.0,15.0,16.0,0.0,1.0,,33.0,1.0,0.0,0.0,0.0,0.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,8,18,7,2,0,0,1,20,8,0,0,0,0,6.0,11.0,6.0,6.0,0.0,5.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,7.0,11.0,8.0,8.0,6.0,3.0,2.0,0.0,0.0,8.0,6.0,3.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,SUB  Guillotine Choke
0,0,26,9,45.0,36.0,28,18,1,0,100.0,,0,0,0,0,124.0,3.0,Kyler Phillips,Cameron Else,0.0,0.0,6.0,2.0,28.0,40.0,6.0,2.0,1.0,0.0,100.0,,0.0,0.0,0.0,0.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,9,16,4,5,4,5,1,12,8,0,0,14,1,6.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,KO/TKO  Elbows
0,0,11,53,37.0,70.0,17,65,0,0,,,0,0,0,0,18.0,82.0,Dequan Townsend,Dusko Todorovic,0.0,0.0,2.0,32.0,16.0,54.0,4.0,44.0,0.0,1.0,,50.0,0.0,0.0,0.0,0.0,0.0,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,53,4,36,5,11,2,6,8,36,3,17,0,0,2.0,32.0,1.0,30.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,KO/TKO  Punches
1,0,15,31,39.0,49.0,15,31,0,0,,,0,0,0,0,0.0,0.0,Carlos Condit,Court McGee,0.0,0.0,30.0,26.0,42.0,46.0,30.0,26.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,27.0,35.0,42.0,43.0,27.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,31,5,3,4,11,6,17,15,31,0,0,0,0,30.0,26.0,17.0,3.0,7.0,6.0,6.0,17.0,30.0,26.0,0.0,0.0,0.0,0.0,43.0,27.0,28.0,3.0,6.0,11.0,9.0,13.0,42.0,27.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,U-DEC
0,1,7,10,50.0,29.0,8,10,0,0,,0.0,1,0,0,0,18.0,130.0,Charles Jourdain,Josh Culibao,0.0,0.0,16.0,21.0,37.0,38.0,23.0,21.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,21.0,15.0,47.0,42.0,37.0,20.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,119.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,0,4,2,3,5,3,7,7,0,2,0,1,16.0,21.0,4.0,9.0,5.0,12.0,7.0,0.0,15.0,21.0,0.0,0.0,1.0,0.0,21.0,15.0,13.0,6.0,3.0,7.0,5.0,2.0,12.0,12.0,0.0,0.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,S-DEC
0,0,14,10,53.0,58.0,35,12,0,1,0.0,20.0,0,2,0,0,71.0,101.0,Jordan Williams,Nassourdine Imavov,0.0,0.0,7.0,29.0,25.0,64.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50.0,140.0,0.0,0.0,9.0,29.0,20.0,60.0,14.0,31.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,23.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,10,11,7,2,2,1,1,7,7,7,3,0,0,7.0,29.0,6.0,25.0,1.0,3.0,0.0,1.0,7.0,18.0,0.0,3.0,0.0,8.0,9.0,29.0,8.0,18.0,1.0,8.0,0.0,3.0,9.0,23.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,U-DEC
0,0,36,9,73.0,42.0,39,10,0,0,0.0,0.0,0,0,0,0,43.0,54.0,Loma Lookboonmee,Jinh Yu Frey,0.0,0.0,29.0,11.0,54.0,45.0,29.0,12.0,0.0,0.0,,,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,15.0,6.0,42.0,37.0,17.0,17.0,0.0,1.0,,50.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,9,17,7,13,2,6,0,12,2,24,7,0,0,29.0,11.0,7.0,8.0,14.0,2.0,8.0,1.0,16.0,7.0,13.0,4.0,0.0,0.0,15.0,6.0,3.0,6.0,8.0,0.0,4.0,0.0,14.0,4.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,U-DEC
0,0,40,19,42.0,29.0,40,19,0,0,,,0,0,0,0,0.0,0.0,Casey Kenney,Heili Alateng,0.0,0.0,29.0,14.0,36.0,26.0,29.0,14.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,13.0,44.0,23.0,40.0,13.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,19,21,9,15,5,4,5,40,19,0,0,0,0,29.0,14.0,11.0,9.0,15.0,2.0,3.0,3.0,29.0,14.0,0.0,0.0,0.0,0.0,40.0,13.0,25.0,8.0,11.0,4.0,4.0,1.0,40.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,U-DEC
1,0,13,2,56.0,20.0,14,2,0,0,0.0,,0,0,0,0,2.0,0.0,Luigi Vendramini,Jessin Ayari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,11,1,1,0,1,1,11,2,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,KO/TKO  Kick
0,0,22,7,59.0,63.0,22,7,0,0,,,0,0,0,0,0.0,1.0,Israel Adesanya,Paulo Costa,1.0,0.0,33.0,5.0,70.0,33.0,33.0,5.0,0.0,0.0,,,0.0,0.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,7,4,1,3,5,15,1,22,7,0,0,0,0,33.0,5.0,20.0,1.0,2.0,2.0,11.0,2.0,23.0,5.0,2.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,KO/TKO  Punch
0,0,10,15,50.0,41.0,10,15,0,0,,,0,0,0,0,0.0,0.0,Dominick Reyes,Jan Blachowicz,0.0,1.0,11.0,26.0,35.0,49.0,11.0,26.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,3,2,1,5,6,8,10,15,0,0,0,0,11.0,26.0,6.0,23.0,1.0,1.0,4.0,2.0,11.0,22.0,0.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,KO/TKO  Punch
1,2,13,31,46.0,55.0,13,43,0,0,,,0,0,0,0,84.0,91.0,Kai Kara-France,Brandon Royval,0.0,0.0,9.0,8.0,90.0,53.0,9.0,8.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,31,6,23,1,5,6,3,12,26,1,4,0,1,9.0,8.0,6.0,4.0,0.0,2.0,3.0,2.0,9.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SUB  Guillotine Choke
0,0,29,26,41.0,44.0,36,27,1,0,33.0,,0,0,0,0,36.0,15.0,Ketlen Vieira,Sijara Eubanks,0.0,0.0,17.0,13.0,41.0,36.0,35.0,14.0,1.0,0.0,100.0,,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,22.0,30.0,36.0,55.0,22.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,26,27,13,2,7,0,6,27,24,2,2,0,0,17.0,13.0,16.0,7.0,1.0,4.0,0.0,2.0,17.0,13.0,0.0,0.0,0.0,0.0,22.0,30.0,22.0,14.0,0.0,11.0,0.0,5.0,22.0,28.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,U-DEC
0,0,13,10,31.0,34.0,13,10,0,0,,,0,0,0,0,0.0,0.0,Hakeem Dawodu,Zubaira Tukhugov,0.0,0.0,36.0,21.0,62.0,38.0,37.0,26.0,0.0,1.0,,50.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,20.0,4.0,54.0,40.0,20.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,10,3,10,3,0,7,0,13,10,0,0,0,0,36.0,21.0,20.0,18.0,8.0,3.0,8.0,0.0,36.0,20.0,0.0,0.0,0.0,1.0,20.0,4.0,8.0,3.0,3.0,1.0,9.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,S-DEC
0,0,7,13,38.0,65.0,13,19,0,3,0.0,100.0,0,1,0,1,18.0,202.0,Brad Riddell,Alex Da Silva,0.0,0.0,25.0,18.0,42.0,41.0,37.0,22.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,29.0,75.0,0.0,0.0,35.0,23.0,39.0,46.0,36.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,4,6,2,3,1,4,7,10,0,2,0,1,25.0,18.0,16.0,10.0,6.0,4.0,3.0,4.0,22.0,18.0,3.0,0.0,0.0,0.0,35.0,23.0,27.0,19.0,5.0,3.0,3.0,1.0,32.0,21.0,2.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,U-DEC
0,0,11,22,31.0,47.0,11,24,0,1,0.0,50.0,0,0,0,0,0.0,29.0,Diego Sanchez,Jake Matthews,0.0,0.0,12.0,23.0,30.0,43.0,12.0,23.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,27.0,33.0,55.0,15.0,46.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,22,4,19,4,3,3,0,11,16,0,1,0,5,12.0,23.0,6.0,23.0,0.0,0.0,6.0,0.0,12.0,23.0,0.0,0.0,0.0,0.0,2.0,27.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,U-DEC
0,1,4,9,57.0,69.0,4,9,0,0,,,0,0,0,0,0.0,3.0,Shane Young,Ludovit Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,0,6,1,3,3,0,4,8,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,KO/TKO  Kick
0,0,9,5,60.0,50.0,12,23,0,0,0.0,0.0,0,0,0,0,48.0,154.0,William Knight,Aleksa Camur,0.0,0.0,16.0,5.0,76.0,45.0,21.0,24.0,2.0,1.0,100.0,50.0,1.0,0.0,1.0,0.0,157.0,104.0,0.0,0.0,13.0,7.0,72.0,77.0,25.0,12.0,2.0,0.0,100.0,,0.0,0.0,0.0,0.0,194.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,6,1,1,4,2,0,5,1,4,4,0,0,16.0,5.0,13.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,13.0,0.0,13.0,7.0,10.0,5.0,1.0,2.0,2.0,0.0,3.0,4.0,4.0,3.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,U-DEC
0,0,10,0,58.0,0.0,21,0,5,0,71.0,,1,0,0,0,156.0,0.0,Juan Espino,Jeff Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,9,0,1,0,0,0,2,0,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,SUB  Neck Crank
